Cell Index, Cell Type, Volume, Top Surface Area (top Periclinal cell wall), Bottom Surface Area (bottom Periclinal cell wall), Top/Bottom ratio, Max anisotropy length, Max/Mid anisotropy, Max/Min anisotropy, Max anisotropy eigenVec x, Max eigenVec anisotropy y, Max eigenVec anisotropy z
462, GenericCell, 0, -1, -1, -1, 7.64421, 1.69344, 2.37096, -0.0328087, -0.234805, 0.971489
