Cell Index, Cell Type, Volume, Top Surface Area (top Periclinal cell wall), Bottom Surface Area (bottom Periclinal cell wall), Top/Bottom ratio, Max anisotropy length, Max/Mid anisotropy, Max/Min anisotropy, Max anisotropy eigenVec x, Max eigenVec anisotropy y, Max eigenVec anisotropy z
424, pSMC, 0, -1, -1, -1, 6.94264, 2.0318, 3.6703, 0.744428, 0.574324, 0.340557
401, pSMC, 0, -1, -1, -1, 7.33446, 2.1465, 2.57928, -0.0951902, -0.700067, -0.707704
